fueltype;gearbox;price
diesel;manuell;8500.0
benzin;manuell;100.0
diesel;manuell;9500.0
;manuell;6999.0
benzin;manuell;0.0
diesel;manuell;950.0
diesel;automatik;0.0
benzin;manuell;100.0
benzin;manuell;5900.0
benzin;manuell;450.0
;;100.0
benzin;manuell;8300.0
diesel;automatik;16500.0
;manuell;200.0
diesel;manuell;7800.0
benzin;automatik;2999.0
benzin;manuell;2199.0
diesel;manuell;2655.0
diesel;manuell;6000.0
;manuell;1100.0
benzin;manuell;300.0
benzin;automatik;6000.0
diesel;manuell;100.0
diesel;manuell;2600.0
benzin;manuell;4600.0
benzin;manuell;1200.0
benzin;automatik;950.0
;manuell;800.0
diesel;manuell;8690.0
diesel;automatik;22500.0
lpg;automatik;7800.0
diesel;manuell;9500.0
benzin;manuell;5000.0
benzin;manuell;1290.0
diesel;manuell;3450.0
benzin;manuell;4999.0
diesel;manuell;7950.0
benzin;manuell;4170.0
benzin;manuell;3650.0
benzin;automatik;1499.0
diesel;automatik;33990.0
benzin;manuell;350.0
benzin;manuell;1800.0
benzin;manuell;1400.0
benzin;automatik;7500.0
diesel;manuell;7990.0
benzin;manuell;800.0
diesel;automatik;5950.0
diesel;manuell;3900.0
benzin;automatik;9999.0
benzin;manuell;9500.0
benzin;manuell;1990.0
benzin;manuell;700.0
benzin;manuell;350.0
benzin;manuell;6200.0
benzin;manuell;15999.0
benzin;manuell;5890.0
benzin;manuell;0.0
benzin;manuell;1650.0
benzin;manuell;10250.0
benzin;manuell;3749.0
benzin;manuell;0.0
diesel;automatik;13850.0
benzin;manuell;4399.0
benzin;manuell;3000.0
benzin;automatik;8600.0
benzin;manuell;950.0
diesel;automatik;3250.0
diesel;automatik;5250.0
diesel;manuell;9700.0
benzin;manuell;2590.0
diesel;manuell;5990.0
benzin;automatik;6500.0
;manuell;1199.0
benzin;manuell;3400.0
;;800.0
diesel;automatik;17900.0
benzin;manuell;0.0
benzin;manuell;500.0
benzin;;1550.0
diesel;manuell;3400.0
diesel;manuell;2199.0
benzin;automatik;600.0
diesel;manuell;16900.0
;manuell;200.0
benzin;manuell;7750.0
lpg;manuell;2200.0
diesel;manuell;4949.0
diesel;automatik;25990.0
diesel;manuell;2000.0
;;450.0
benzin;manuell;1500.0
benzin;automatik;1750.0
benzin;manuell;1659.0
benzin;automatik;9980.0
benzin;manuell;1000.0
benzin;automatik;55996.0
benzin;manuell;1300.0
benzin;manuell;2200.0
benzin;manuell;1300.0
diesel;manuell;22900.0
lpg;manuell;2499.0
diesel;manuell;4690.0
diesel;manuell;500.0
benzin;manuell;1250.0
benzin;automatik;1200.0
benzin;automatik;2550.0
diesel;manuell;2499.0
diesel;manuell;3500.0
benzin;automatik;550.0
;automatik;1000.0
diesel;;5999.0
benzin;manuell;13950.0
lpg;automatik;3500.0
diesel;automatik;12950.0
diesel;;900.0
diesel;automatik;11900.0
diesel;manuell;2390.0
benzin;manuell;3499.0
;manuell;5850.0
benzin;manuell;6500.0
benzin;manuell;59000.0
benzin;manuell;2500.0
diesel;manuell;5650.0
benzin;manuell;4690.0
diesel;automatik;5600.0
diesel;manuell;21990.0
diesel;manuell;1200.0
diesel;automatik;4200.0
benzin;manuell;3200.0
benzin;manuell;6800.0
benzin;manuell;500.0
benzin;manuell;11900.0
;manuell;1200.0
benzin;manuell;3900.0
benzin;manuell;17500.0
benzin;manuell;2100.0
diesel;manuell;6000.0
benzin;manuell;88000.0
benzin;manuell;600.0
benzin;manuell;1450.0
;manuell;9099.0
benzin;manuell;1000.0
benzin;manuell;1150.0
benzin;manuell;10900.0
benzin;manuell;4250.0
benzin;manuell;350.0
benzin;manuell;2900.0
benzin;manuell;6600.0
diesel;automatik;23900.0
diesel;automatik;10000.0
diesel;automatik;7500.0
benzin;automatik;12900.0
lpg;automatik;1450.0
benzin;manuell;1000.0
benzin;manuell;666.0
benzin;automatik;2800.0
;;999.0
diesel;manuell;4650.0
diesel;automatik;14300.0
diesel;automatik;6500.0
benzin;manuell;5000.0
benzin;manuell;400.0
benzin;manuell;550.0
diesel;manuell;2000.0
benzin;automatik;2500.0
benzin;manuell;2299.0
diesel;manuell;1999.0
diesel;manuell;3200.0
benzin;manuell;7500.0
benzin;manuell;7900.0
benzin;manuell;1100.0
diesel;automatik;30000.0
benzin;automatik;399.0
benzin;manuell;12990.0
benzin;;1890.0
benzin;manuell;550.0
benzin;manuell;500.0
;;300.0
diesel;manuell;7500.0
diesel;automatik;4999.0
benzin;manuell;1699.0
;manuell;999.0
;manuell;1500.0
diesel;automatik;8990.0
benzin;manuell;3950.0
;manuell;2200.0
benzin;automatik;5900.0
lpg;automatik;3000.0
benzin;;4444.0
benzin;manuell;2999.0
benzin;manuell;5950.0
benzin;automatik;8500.0
benzin;manuell;4500.0
benzin;manuell;0.0
diesel;automatik;6999.0
benzin;automatik;18500.0
benzin;manuell;2499.0
diesel;manuell;6000.0
benzin;automatik;12750.0
diesel;manuell;1300.0
benzin;automatik;2090.0
benzin;manuell;9999.0
diesel;automatik;9600.0
benzin;manuell;650.0
diesel;manuell;1600.0
benzin;manuell;1850.0
benzin;manuell;500.0
benzin;automatik;0.0
diesel;automatik;6900.0
benzin;manuell;350.0
benzin;automatik;975.0
benzin;manuell;900.0
benzin;manuell;9300.0
;manuell;800.0
benzin;manuell;999.0
benzin;manuell;700.0
;manuell;1400.0
benzin;manuell;5600.0
benzin;automatik;7500.0
diesel;manuell;7350.0
diesel;manuell;1450.0
benzin;manuell;900.0
benzin;manuell;1450.0
benzin;manuell;2500.0
benzin;manuell;0.0
diesel;manuell;4850.0
diesel;manuell;26600.0
diesel;manuell;3800.0
diesel;automatik;13500.0
diesel;automatik;9800.0
benzin;manuell;200.0
benzin;automatik;1950.0
benzin;manuell;35000.0
;manuell;1000.0
;;0.0
benzin;manuell;750.0
diesel;manuell;11999.0
diesel;automatik;5900.0
diesel;manuell;4400.0
diesel;manuell;3850.0
benzin;manuell;3200.0
benzin;automatik;34790.0
diesel;manuell;5500.0
benzin;automatik;21500.0
benzin;manuell;4190.0
benzin;manuell;699.0
benzin;manuell;1850.0
diesel;manuell;2250.0
benzin;manuell;300.0
benzin;manuell;850.0
benzin;manuell;2100.0
diesel;manuell;6999.0
;manuell;8499.0
benzin;manuell;5500.0
benzin;manuell;2850.0
benzin;manuell;7000.0
benzin;automatik;1150.0
benzin;manuell;4286.0
benzin;manuell;5450.0
diesel;manuell;29990.0
benzin;manuell;2800.0
benzin;manuell;950.0
benzin;manuell;4444.0
benzin;manuell;15900.0
benzin;manuell;3999.0
cng;manuell;1300.0
benzin;manuell;7790.0
;manuell;9200.0
benzin;manuell;300.0
benzin;manuell;1950.0
diesel;;2450.0
diesel;automatik;13000.0
benzin;manuell;3800.0
benzin;manuell;2900.0
benzin;manuell;999.0
benzin;manuell;890.0
benzin;manuell;4000.0
benzin;automatik;73500.0
benzin;manuell;1699.0
benzin;manuell;900.0
benzin;manuell;3000.0
diesel;manuell;2300.0
benzin;manuell;100.0
diesel;automatik;23450.0
benzin;automatik;15500.0
diesel;manuell;3800.0
diesel;automatik;2250.0
diesel;manuell;5100.0
benzin;manuell;7850.0
benzin;manuell;9000.0
benzin;manuell;7500.0
diesel;manuell;13500.0
benzin;automatik;1270.0
benzin;manuell;1.0
benzin;manuell;550.0
;manuell;300.0
;manuell;2800.0
benzin;manuell;14999.0
diesel;manuell;0.0
benzin;manuell;3999.0
benzin;manuell;3950.0
diesel;manuell;800.0
diesel;;7990.0
benzin;manuell;899.0
benzin;automatik;1999.0
benzin;manuell;5900.0
diesel;manuell;1300.0
benzin;manuell;2700.0
benzin;manuell;550.0
benzin;manuell;350.0
diesel;manuell;1380.0
;;1350.0
diesel;manuell;6990.0
benzin;manuell;1500.0
benzin;manuell;600.0
diesel;automatik;11499.0
benzin;manuell;7450.0
lpg;manuell;2999.0
benzin;manuell;1050.0
diesel;automatik;27799.0
diesel;automatik;10999.0
;;0.0
diesel;manuell;12699.0
diesel;manuell;2500.0
benzin;manuell;2799.0
benzin;manuell;3500.0
benzin;manuell;3390.0
benzin;manuell;250.0
benzin;manuell;11900.0
benzin;manuell;2000.0
benzin;manuell;1170.0
benzin;manuell;2199.0
diesel;automatik;6400.0
benzin;manuell;900.0
diesel;manuell;3900.0
benzin;manuell;2950.0
benzin;manuell;3900.0
benzin;manuell;650.0
;manuell;150.0
benzin;manuell;850.0
diesel;manuell;999.0
diesel;manuell;700.0
benzin;manuell;850.0
benzin;manuell;3750.0
benzin;manuell;1190.0
;manuell;200.0
benzin;manuell;5000.0
;;150.0
benzin;manuell;989.0
diesel;automatik;15750.0
benzin;manuell;200.0
benzin;;250.0
benzin;manuell;750.0
cng;manuell;9999.0
diesel;manuell;29777.0
benzin;manuell;500.0
diesel;manuell;2200.0
diesel;manuell;10500.0
diesel;manuell;4600.0
diesel;manuell;5200.0
benzin;manuell;100.0
benzin;manuell;650.0
diesel;manuell;15000.0
lpg;manuell;6900.0
benzin;manuell;450.0
diesel;manuell;12500.0
benzin;automatik;9500.0
diesel;;2300.0
diesel;automatik;15000.0
diesel;automatik;3000.0
;;3100.0
benzin;manuell;5650.0
benzin;manuell;950.0
benzin;manuell;14900.0
benzin;manuell;1200.0
diesel;manuell;16950.0
benzin;automatik;5700.0
benzin;manuell;650.0
benzin;manuell;6000.0
benzin;manuell;17900.0
diesel;automatik;6999.0
benzin;manuell;2599.0
benzin;manuell;5999.0
diesel;manuell;3500.0
benzin;manuell;2700.0
benzin;manuell;4900.0
benzin;manuell;15999.0
benzin;manuell;2999.0
diesel;manuell;3800.0
lpg;automatik;2800.0
benzin;automatik;10200.0
benzin;automatik;1200.0
benzin;manuell;4000.0
benzin;automatik;4390.0
benzin;manuell;2250.0
benzin;manuell;5300.0
benzin;manuell;499.0
;;2500.0
diesel;automatik;22700.0
benzin;manuell;3500.0
benzin;manuell;2900.0
diesel;manuell;2800.0
diesel;manuell;7500.0
diesel;manuell;12000.0
benzin;manuell;1200.0
diesel;manuell;6000.0
diesel;automatik;6900.0
;;45.0
benzin;manuell;2590.0
benzin;manuell;350.0
;;2600.0
diesel;manuell;9000.0
diesel;manuell;7500.0
diesel;manuell;10500.0
diesel;manuell;2980.0
diesel;automatik;12900.0
diesel;manuell;36000.0
benzin;manuell;8500.0
diesel;manuell;26500.0
benzin;manuell;3300.0
benzin;manuell;5000.0
benzin;manuell;2450.0
benzin;automatik;800.0
diesel;automatik;12500.0
benzin;manuell;625.0
benzin;automatik;5500.0
diesel;manuell;2500.0
benzin;manuell;2550.0
benzin;automatik;2200.0
benzin;manuell;400.0
diesel;manuell;21000.0
benzin;manuell;2350.0
benzin;manuell;5950.0
diesel;automatik;2650.0
diesel;automatik;12999.0
diesel;manuell;4850.0
benzin;manuell;999.0
diesel;manuell;11250.0
benzin;manuell;2300.0
benzin;manuell;800.0
benzin;manuell;3800.0
benzin;;250.0
;manuell;1800.0
diesel;manuell;1950.0
benzin;manuell;3100.0
benzin;manuell;3600.0
benzin;manuell;2999.0
benzin;manuell;350.0
diesel;automatik;12900.0
diesel;manuell;2600.0
benzin;;1100.0
diesel;manuell;2500.0
benzin;automatik;6500.0
benzin;manuell;990.0
benzin;manuell;38500.0
benzin;manuell;4500.0
benzin;manuell;1550.0
diesel;manuell;4200.0
diesel;manuell;12500.0
diesel;manuell;9980.0
benzin;manuell;700.0
diesel;automatik;500.0
benzin;manuell;1350.0
diesel;manuell;4500.0
diesel;manuell;4250.0
diesel;manuell;12900.0
benzin;manuell;4990.0
lpg;manuell;4300.0
benzin;manuell;2000.0
diesel;automatik;32900.0
diesel;manuell;17990.0
diesel;manuell;5990.0
;manuell;800.0
benzin;manuell;750.0
diesel;automatik;10750.0
benzin;manuell;11500.0
benzin;manuell;9250.0
benzin;manuell;4990.0
benzin;manuell;4199.0
benzin;manuell;750.0
diesel;automatik;7300.0
diesel;manuell;3000.0
benzin;manuell;150.0
benzin;manuell;2450.0
diesel;manuell;1000.0
benzin;manuell;4200.0
diesel;automatik;8900.0
benzin;manuell;4100.0
diesel;manuell;2800.0
benzin;manuell;17990.0
benzin;manuell;850.0
;manuell;800.0
;;199.0
benzin;manuell;9900.0
benzin;manuell;1990.0
benzin;manuell;0.0
benzin;manuell;500.0
diesel;automatik;25500.0
diesel;manuell;3900.0
benzin;manuell;598.0
benzin;manuell;500.0
benzin;automatik;21500.0
benzin;manuell;2150.0
benzin;manuell;6100.0
diesel;manuell;1700.0
diesel;manuell;2600.0
benzin;automatik;4000.0
benzin;automatik;2000.0
diesel;manuell;4500.0
benzin;manuell;2300.0
benzin;manuell;280.0
benzin;manuell;2750.0
benzin;manuell;7300.0
benzin;manuell;2550.0
benzin;manuell;650.0
benzin;automatik;11300.0
;;70.0
benzin;manuell;3100.0
benzin;manuell;2099.0
diesel;manuell;1290.0
benzin;manuell;2499.0
benzin;manuell;2500.0
benzin;manuell;3900.0
benzin;manuell;700.0
diesel;automatik;8990.0
diesel;automatik;18350.0
benzin;manuell;1500.0
diesel;manuell;13400.0
benzin;manuell;450.0
benzin;manuell;650.0
benzin;manuell;1699.0
diesel;manuell;7500.0
benzin;manuell;3250.0
benzin;manuell;50.0
benzin;manuell;1100.0
benzin;manuell;250.0
diesel;manuell;4200.0
benzin;manuell;300.0
benzin;automatik;8450.0
benzin;manuell;1950.0
benzin;manuell;23400.0
benzin;automatik;5599.0
;automatik;5250.0
diesel;automatik;2850.0
benzin;manuell;2750.0
benzin;manuell;1200.0
;;0.0
benzin;manuell;12900.0
;;680.0
diesel;manuell;3150.0
diesel;manuell;4000.0
benzin;manuell;1750.0
diesel;manuell;2250.0
diesel;manuell;5490.0
benzin;manuell;2500.0
diesel;automatik;12500.0
benzin;manuell;5250.0
diesel;manuell;2800.0
benzin;manuell;3300.0
benzin;manuell;850.0
benzin;manuell;5450.0
benzin;manuell;8200.0
diesel;manuell;1800.0
diesel;manuell;3499.0
benzin;manuell;150.0
diesel;manuell;6543.0
benzin;manuell;4950.0
benzin;manuell;1600.0
benzin;manuell;1900.0
diesel;automatik;15800.0
benzin;automatik;2900.0
benzin;automatik;8000.0
benzin;manuell;1649.0
benzin;manuell;850.0
diesel;automatik;10999.0
benzin;automatik;3000.0
benzin;manuell;600.0
benzin;manuell;9200.0
benzin;manuell;5500.0
diesel;manuell;10900.0
;manuell;1399.0
benzin;automatik;2800.0
benzin;manuell;599.0
diesel;automatik;16499.0
benzin;manuell;16790.0
;automatik;1100.0
diesel;manuell;1250.0
benzin;manuell;6500.0
benzin;automatik;6750.0
diesel;automatik;23500.0
benzin;manuell;5200.0
diesel;automatik;4400.0
diesel;automatik;1999.0
diesel;manuell;6700.0
benzin;manuell;2100.0
diesel;manuell;5890.0
benzin;manuell;499.0
benzin;manuell;999.0
benzin;;1000.0
diesel;manuell;8900.0
benzin;manuell;6000.0
benzin;manuell;4750.0
benzin;manuell;800.0
benzin;manuell;280.0
benzin;manuell;8750.0
diesel;manuell;6490.0
diesel;automatik;5700.0
benzin;automatik;4300.0
diesel;automatik;49999.0
benzin;;15600.0
benzin;manuell;1550.0
benzin;manuell;2890.0
benzin;manuell;1499.0
diesel;automatik;4900.0
benzin;manuell;800.0
diesel;manuell;3699.0
benzin;manuell;899.0
diesel;manuell;3900.0
diesel;manuell;9900.0
diesel;manuell;4290.0
benzin;automatik;4500.0
diesel;automatik;4399.0
;manuell;0.0
benzin;manuell;2499.0
benzin;automatik;1500.0
benzin;automatik;4500.0
benzin;manuell;2200.0
benzin;automatik;8000.0
benzin;manuell;3000.0
benzin;manuell;2699.0
benzin;automatik;3890.0
diesel;manuell;4500.0
diesel;manuell;13450.0
benzin;manuell;750.0
diesel;manuell;6900.0
benzin;manuell;5250.0
benzin;manuell;6200.0
benzin;manuell;17650.0
diesel;manuell;8990.0
benzin;manuell;2900.0
benzin;manuell;1200.0
benzin;manuell;0.0
benzin;manuell;6900.0
diesel;automatik;15900.0
benzin;manuell;700.0
benzin;manuell;16990.0
benzin;manuell;11500.0
benzin;manuell;2700.0
benzin;manuell;5990.0
benzin;manuell;0.0
benzin;manuell;450.0
diesel;manuell;7800.0
benzin;automatik;799.0
benzin;manuell;1499.0
benzin;manuell;9499.0
benzin;manuell;1100.0
benzin;manuell;16450.0
benzin;manuell;1400.0
diesel;;3300.0
diesel;manuell;3750.0
benzin;manuell;16650.0
benzin;automatik;1750.0
diesel;automatik;22999.0
benzin;manuell;3000.0
;;280.0
benzin;manuell;1000.0
diesel;manuell;9750.0
;;2600.0
benzin;automatik;1999.0
diesel;manuell;5590.0
benzin;manuell;4400.0
diesel;automatik;22000.0
benzin;manuell;1350.0
diesel;manuell;2500.0
;manuell;250.0
diesel;manuell;19900.0
benzin;;900.0
benzin;manuell;15499.0
benzin;manuell;3750.0
benzin;manuell;2200.0
benzin;manuell;1300.0
diesel;automatik;4200.0
diesel;manuell;2450.0
diesel;manuell;24000.0
benzin;manuell;3899.0
;manuell;9300.0
diesel;manuell;3200.0
benzin;automatik;399.0
;manuell;700.0
diesel;manuell;13990.0
benzin;manuell;2999.0
benzin;manuell;999.0
benzin;manuell;4950.0
;;500.0
benzin;manuell;6100.0
benzin;manuell;1100.0
benzin;manuell;4750.0
benzin;manuell;250.0
benzin;manuell;3799.0
benzin;manuell;300.0
diesel;automatik;4870.0
diesel;manuell;7000.0
benzin;manuell;5900.0
;;4500.0
benzin;automatik;700.0
benzin;manuell;890.0
benzin;manuell;3100.0
diesel;manuell;1600.0
cng;manuell;2600.0
benzin;manuell;8950.0
benzin;manuell;650.0
diesel;manuell;3299.0
benzin;;1200.0
benzin;manuell;3790.0
benzin;manuell;750.0
benzin;manuell;2250.0
diesel;automatik;15900.0
lpg;manuell;4500.0
diesel;manuell;4450.0
diesel;automatik;12000.0
benzin;manuell;1490.0
benzin;manuell;10500.0
diesel;automatik;5500.0
benzin;manuell;8500.0
benzin;automatik;1700.0
benzin;manuell;999.0
benzin;automatik;500.0
benzin;manuell;850.0
benzin;manuell;2000.0
diesel;manuell;7390.0
benzin;manuell;2449.0
benzin;manuell;13980.0
diesel;manuell;1099.0
benzin;manuell;1850.0
diesel;manuell;10600.0
benzin;manuell;8500.0
benzin;manuell;0.0
;manuell;1450.0
benzin;manuell;500.0
benzin;manuell;1599.0
benzin;manuell;7999.0
diesel;manuell;800.0
benzin;manuell;4300.0
benzin;manuell;299.0
benzin;manuell;18000.0
diesel;manuell;28500.0
benzin;manuell;1750.0
benzin;manuell;11900.0
diesel;automatik;7850.0
diesel;manuell;0.0
diesel;automatik;7999.0
diesel;automatik;10000.0
benzin;automatik;18350.0
benzin;manuell;1299.0
benzin;manuell;18500.0
benzin;manuell;2790.0
benzin;manuell;50.0
diesel;manuell;4550.0
benzin;manuell;4800.0
lpg;manuell;3800.0
diesel;manuell;14400.0
benzin;automatik;7450.0
benzin;manuell;399.0
benzin;manuell;1500.0
diesel;manuell;18500.0
benzin;manuell;400.0
benzin;manuell;4400.0
benzin;manuell;8949.0
diesel;manuell;4500.0
benzin;automatik;7000.0
benzin;automatik;1150.0
benzin;automatik;6600.0
benzin;automatik;3333.0
benzin;manuell;1300.0
benzin;manuell;750.0
benzin;manuell;1950.0
benzin;manuell;2000.0
benzin;manuell;3590.0
benzin;manuell;400.0
benzin;manuell;0.0
;manuell;340.0
diesel;manuell;4950.0
benzin;manuell;950.0
benzin;manuell;550.0
lpg;automatik;2800.0
lpg;manuell;2499.0
benzin;manuell;2400.0
;automatik;4500.0
diesel;manuell;7000.0
benzin;manuell;6800.0
benzin;manuell;1350.0
diesel;automatik;16000.0
benzin;manuell;500.0
benzin;manuell;800.0
benzin;manuell;14999.0
benzin;manuell;1900.0
benzin;manuell;750.0
benzin;manuell;2300.0
diesel;manuell;6900.0
diesel;automatik;17500.0
diesel;automatik;12500.0
benzin;manuell;1850.0
benzin;manuell;1200.0
diesel;automatik;5500.0
benzin;manuell;2999.0
diesel;manuell;17500.0
benzin;automatik;5999.0
benzin;automatik;1399.0
diesel;manuell;4650.0
benzin;manuell;220.0
diesel;automatik;10900.0
diesel;automatik;4890.0
diesel;manuell;2000.0
diesel;manuell;2700.0
;manuell;499.0
benzin;manuell;5200.0
benzin;automatik;7900.0
diesel;automatik;2400.0
benzin;manuell;200.0
benzin;automatik;7200.0
benzin;manuell;209.0
benzin;manuell;4300.0
benzin;manuell;4500.0
diesel;;2250.0
diesel;manuell;6990.0
benzin;automatik;41800.0
;manuell;9900.0
;manuell;950.0
benzin;manuell;1600.0
benzin;manuell;500.0
benzin;manuell;1200.0
benzin;manuell;10990.0
benzin;manuell;3600.0
benzin;manuell;2999.0
benzin;manuell;900.0
benzin;manuell;7100.0
benzin;manuell;900.0
;;0.0
benzin;manuell;449.0
benzin;automatik;399.0
;;100.0
benzin;automatik;3400.0
benzin;;60.0
benzin;manuell;2399.0
benzin;automatik;9580.0
benzin;automatik;8250.0
diesel;manuell;1950.0
diesel;automatik;1500.0
benzin;;10900.0
diesel;manuell;1350.0
diesel;manuell;800.0
diesel;automatik;16500.0
;manuell;270.0
benzin;manuell;285.0
benzin;manuell;13000.0
;;800.0
benzin;manuell;649.0
benzin;automatik;8321.0
diesel;manuell;1000.0
benzin;manuell;1299.0
benzin;automatik;27000.0
diesel;manuell;350.0
benzin;manuell;3900.0
;manuell;7500.0
benzin;manuell;8999.0
diesel;automatik;15500.0
benzin;manuell;300.0
benzin;manuell;1887.0
benzin;manuell;2299.0
diesel;manuell;750.0
benzin;manuell;4999.0
benzin;manuell;4750.0
benzin;manuell;3950.0
diesel;automatik;16900.0
benzin;manuell;1000.0
benzin;manuell;0.0
benzin;automatik;11900.0
benzin;manuell;499.0
;;0.0
diesel;manuell;20650.0
diesel;manuell;9000.0
benzin;manuell;500.0
;manuell;1.0
benzin;manuell;890.0
diesel;manuell;1999.0
diesel;manuell;6000.0
benzin;;19900.0
benzin;automatik;1450.0
benzin;manuell;2700.0
benzin;manuell;1190.0
benzin;manuell;1285.0
benzin;manuell;1100.0
benzin;automatik;1.0
benzin;manuell;2300.0
benzin;manuell;1200.0
;manuell;1999.0
diesel;manuell;9999.0
benzin;automatik;3100.0
;manuell;4900.0
diesel;automatik;1800.0
diesel;manuell;1250.0
benzin;manuell;750.0
benzin;automatik;599.0
benzin;manuell;150.0
benzin;;3599.0
diesel;automatik;10800.0
benzin;manuell;13995.0
diesel;manuell;14700.0
benzin;manuell;4440.0
;manuell;1490.0
benzin;manuell;5900.0
diesel;manuell;8500.0
;;5500.0
;manuell;4350.0
benzin;manuell;850.0
diesel;manuell;5500.0
benzin;manuell;900.0
benzin;automatik;1699.0
diesel;manuell;33900.0
benzin;manuell;799.0
benzin;manuell;7300.0
diesel;automatik;13999.0
;automatik;7999.0
diesel;manuell;8999.0
benzin;manuell;1300.0
diesel;manuell;699.0
diesel;manuell;9999.0
diesel;manuell;8900.0
diesel;manuell;6795.0
;manuell;1800.0
benzin;automatik;15995.0
benzin;;2000.0
benzin;manuell;850.0
benzin;manuell;4850.0
;manuell;2749.0
diesel;automatik;7340.0
benzin;manuell;1550.0
benzin;manuell;13800.0
benzin;manuell;750.0
benzin;manuell;150.0
benzin;manuell;650.0
benzin;manuell;5100.0
diesel;automatik;28950.0
benzin;automatik;590.0
diesel;automatik;13900.0
diesel;manuell;1999.0
diesel;manuell;8999.0
benzin;manuell;2000.0
benzin;manuell;1000.0
benzin;manuell;3999.0
diesel;manuell;3299.0
;manuell;1200.0
diesel;automatik;24750.0
benzin;manuell;2900.0
benzin;automatik;2599.0
diesel;manuell;4250.0
benzin;manuell;2000.0
benzin;manuell;2600.0
;manuell;4500.0
diesel;manuell;5399.0
diesel;manuell;3200.0
benzin;automatik;4750.0
diesel;;7000.0
benzin;automatik;1200.0
diesel;manuell;13500.0
diesel;automatik;6000.0
benzin;manuell;350.0
diesel;manuell;4200.0
benzin;automatik;3700.0
benzin;automatik;1990.0
benzin;manuell;400.0
benzin;manuell;649.0
benzin;manuell;9390.0
diesel;automatik;26500.0
;automatik;15200.0
diesel;automatik;5499.0
;manuell;2199.0
diesel;manuell;2350.0
diesel;manuell;5300.0
diesel;automatik;16800.0
benzin;manuell;2990.0
benzin;manuell;100.0
benzin;manuell;600.0
benzin;manuell;900.0
benzin;manuell;500.0
benzin;manuell;9900.0
lpg;manuell;1500.0
;manuell;1700.0
diesel;automatik;23425.0
benzin;;1750.0
benzin;manuell;9500.0
benzin;manuell;19900.0
benzin;manuell;3500.0
diesel;automatik;16500.0
benzin;manuell;599.0
benzin;automatik;3800.0
diesel;manuell;4199.0
diesel;manuell;23990.0
benzin;manuell;800.0
diesel;manuell;2100.0
benzin;manuell;1600.0
lpg;automatik;3000.0
benzin;manuell;3300.0
benzin;manuell;3250.0
benzin;manuell;700.0
diesel;manuell;3599.0
benzin;manuell;4249.0
benzin;manuell;2600.0
benzin;manuell;3999.0
diesel;manuell;2999.0
benzin;manuell;2999.0
benzin;manuell;300.0
diesel;automatik;14500.0
diesel;manuell;6990.0
diesel;automatik;3800.0
benzin;manuell;5990.0
benzin;manuell;0.0
;manuell;24900.0
diesel;manuell;2800.0
benzin;manuell;1100.0
benzin;manuell;4250.0
diesel;manuell;21500.0
benzin;manuell;400.0
benzin;manuell;2000.0
benzin;manuell;10299.0
benzin;manuell;13300.0
benzin;manuell;8290.0
lpg;manuell;2950.0
benzin;manuell;2400.0
benzin;manuell;10999.0
diesel;;1200.0
diesel;manuell;800.0
benzin;automatik;7650.0
benzin;manuell;1299.0
diesel;manuell;450.0
diesel;manuell;11000.0
diesel;manuell;3599.0
benzin;manuell;5300.0
diesel;manuell;950.0
benzin;manuell;3000.0
benzin;manuell;650.0
benzin;manuell;9500.0
diesel;automatik;25750.0
diesel;automatik;8599.0
diesel;;3500.0
benzin;manuell;1799.0
benzin;manuell;8200.0
benzin;manuell;5250.0
lpg;manuell;6200.0
benzin;manuell;950.0
benzin;manuell;3499.0
diesel;manuell;3400.0
benzin;manuell;2999.0
benzin;manuell;1600.0
benzin;manuell;699.0
benzin;manuell;4500.0
benzin;manuell;199.0
benzin;manuell;1250.0
benzin;automatik;3000.0
benzin;manuell;6250.0
cng;manuell;2050.0
benzin;manuell;0.0
benzin;manuell;1800.0
diesel;manuell;14990.0
benzin;manuell;900.0
benzin;;150.0
benzin;manuell;650.0
benzin;manuell;499.0
diesel;automatik;3650.0
;;0.0
diesel;automatik;0.0
diesel;manuell;3990.0
diesel;automatik;10900.0
andere;manuell;2700.0
benzin;automatik;17499.0
benzin;manuell;0.0
diesel;;850.0
benzin;manuell;1300.0
benzin;automatik;950.0
benzin;manuell;6290.0
benzin;manuell;13550.0
benzin;manuell;11950.0
diesel;automatik;8900.0
benzin;manuell;5500.0
benzin;manuell;180.0
benzin;manuell;2800.0
lpg;automatik;1999.0
benzin;manuell;0.0
benzin;automatik;3999.0
diesel;automatik;13999.0
benzin;manuell;1000.0
benzin;automatik;2190.0
benzin;manuell;1200.0
benzin;automatik;900.0
diesel;automatik;9000.0
;;0.0
diesel;manuell;2200.0
benzin;manuell;7899.0
;manuell;1200.0
benzin;;250.0
diesel;manuell;4350.0
benzin;manuell;1150.0
benzin;manuell;1000.0
diesel;manuell;5800.0
benzin;manuell;800.0
diesel;automatik;9450.0
benzin;manuell;5400.0
benzin;manuell;1000.0
diesel;manuell;890.0
benzin;manuell;21980.0
benzin;manuell;4899.0
diesel;manuell;900.0
diesel;automatik;71000.0
benzin;automatik;6250.0
benzin;manuell;780.0
;manuell;3700.0
benzin;manuell;0.0
benzin;manuell;150.0
diesel;manuell;3050.0
benzin;;2150.0
benzin;automatik;2500.0
diesel;manuell;29750.0
benzin;manuell;900.0
;;0.0
diesel;manuell;4399.0
benzin;manuell;4044.0
diesel;automatik;17900.0
benzin;manuell;200.0
