vehicletype;price
cabrio;1999.0
kombi;7599.0
kombi;15500.0
limousine;5000.0
kleinwagen;1.0
kombi;3899.0
bus;12500.0
kombi;2150.0
kombi;3200.0
kombi;14950.0
limousine;1500.0
kombi;4000.0
;3200.0
kleinwagen;7800.0
kombi;150.0
kleinwagen;2450.0
limousine;20500.0
kleinwagen;5800.0
kombi;12500.0
cabrio;41900.0
coupe;16499.0
kleinwagen;0.0
kleinwagen;400.0
limousine;2999.0
kleinwagen;550.0
;1.0
kleinwagen;100.0
kleinwagen;3500.0
limousine;1250.0
kleinwagen;2200.0
andere;1200.0
coupe;2890.0
limousine;500.0
;4999.0
limousine;4800.0
cabrio;9250.0
limousine;9000.0
limousine;1500.0
kleinwagen;600.0
;6750.0
limousine;4700.0
kombi;1999.0
coupe;1125.0
kombi;25500.0
kleinwagen;150.0
limousine;1850.0
kleinwagen;980.0
kombi;5300.0
limousine;4250.0
limousine;1450.0
limousine;1500.0
kleinwagen;3300.0
kleinwagen;1350.0
limousine;1500.0
kleinwagen;4400.0
limousine;1500.0
;750.0
;1600.0
bus;2450.0
kleinwagen;1299.0
coupe;200.0
limousine;15500.0
bus;1300.0
kombi;6590.0
;500.0
cabrio;7700.0
limousine;350.0
limousine;10250.0
kleinwagen;4250.0
cabrio;17500.0
kleinwagen;600.0
limousine;23800.0
kleinwagen;400.0
limousine;1150.0
limousine;7400.0
;1099.0
kombi;3990.0
limousine;7999.0
cabrio;13750.0
cabrio;24500.0
kleinwagen;1190.0
;150.0
coupe;4800.0
kombi;25500.0
kleinwagen;1100.0
suv;3999.0
limousine;1890.0
;12699.0
limousine;4850.0
kombi;3500.0
;1400.0
kleinwagen;0.0
coupe;16900.0
limousine;1290.0
;5799.0
kombi;20990.0
kombi;6500.0
limousine;1299.0
kombi;15990.0
bus;2000.0
limousine;3000.0
limousine;8500.0
;350.0
kleinwagen;3250.0
limousine;4250.0
bus;499.0
kombi;6900.0
limousine;6600.0
limousine;11500.0
kombi;15000.0
kleinwagen;2300.0
kombi;700.0
kleinwagen;1500.0
kombi;22900.0
kleinwagen;450.0
limousine;7300.0
;3900.0
kombi;150.0
bus;24800.0
kombi;12900.0
kleinwagen;950.0
kleinwagen;200.0
kleinwagen;4900.0
bus;7300.0
kombi;899.0
cabrio;4700.0
limousine;1000.0
limousine;8690.0
limousine;3400.0
kleinwagen;5990.0
kombi;6600.0
;7499.0
coupe;20300.0
kleinwagen;3899.0
kombi;11500.0
suv;3000.0
limousine;2850.0
kleinwagen;1100.0
kombi;5250.0
coupe;2950.0
limousine;450.0
kombi;950.0
;3800.0
kombi;1000.0
limousine;5300.0
limousine;1200.0
kleinwagen;4999.0
bus;3950.0
;300.0
kleinwagen;500.0
;2150.0
andere;5000.0
kombi;1200.0
kombi;3000.0
kombi;12450.0
coupe;6500.0
kleinwagen;850.0
cabrio;15950.0
kombi;1990.0
bus;4000.0
suv;0.0
kleinwagen;5099.0
kombi;6950.0
cabrio;5800.0
limousine;9490.0
kleinwagen;290.0
kombi;1490.0
kombi;600.0
kombi;8000.0
;250.0
;0.0
bus;12990.0
kleinwagen;899.0
kombi;5000.0
coupe;6000.0
;250.0
kleinwagen;950.0
limousine;8000.0
kleinwagen;16650.0
bus;4200.0
limousine;3990.0
bus;5900.0
limousine;7990.0
limousine;8500.0
;2000.0
kleinwagen;1450.0
suv;14850.0
kombi;0.0
limousine;13500.0
kombi;11750.0
;399.0
limousine;2999.0
kombi;6999.0
bus;7600.0
limousine;1299.0
kleinwagen;1400.0
kombi;5000.0
kombi;12700.0
cabrio;11000.0
kombi;3100.0
kombi;4590.0
kombi;8900.0
kombi;8500.0
limousine;2900.0
kleinwagen;4899.0
limousine;6580.0
suv;7990.0
kleinwagen;1499.0
limousine;10800.0
;2000.0
coupe;1490.0
kleinwagen;1550.0
limousine;1000.0
kombi;2900.0
limousine;9250.0
limousine;1645.0
;999.0
limousine;8950.0
kleinwagen;2999.0
;5200.0
coupe;1650.0
limousine;5800.0
;490.0
;2000.0
limousine;2300.0
limousine;5990.0
;4500.0
kleinwagen;5100.0
kleinwagen;10900.0
;200.0
;350.0
;850.0
kombi;700.0
;300.0
limousine;1290.0
kleinwagen;2999.0
cabrio;1500.0
coupe;3750.0
suv;5999.0
limousine;1800.0
limousine;26500.0
bus;750.0
limousine;480.0
;449.0
limousine;2200.0
limousine;799.0
kleinwagen;3350.0
cabrio;1.0
bus;6600.0
kombi;15000.0
kombi;8550.0
kombi;14500.0
limousine;24500.0
kombi;0.0
cabrio;1995.0
kleinwagen;3250.0
coupe;14900.0
bus;950.0
kleinwagen;650.0
bus;6000.0
suv;33500.0
limousine;2999.0
kleinwagen;6490.0
coupe;4800.0
cabrio;15555.0
cabrio;34900.0
andere;1000.0
limousine;299.0
kleinwagen;12990.0
kleinwagen;1400.0
bus;6300.0
kleinwagen;0.0
kleinwagen;600.0
cabrio;4950.0
limousine;2299.0
;5990.0
kleinwagen;999.0
coupe;700.0
bus;9490.0
kleinwagen;12500.0
limousine;1395.0
cabrio;4800.0
coupe;22500.0
bus;7300.0
kleinwagen;500.0
kombi;5800.0
limousine;2600.0
limousine;1900.0
limousine;6500.0
kombi;1600.0
kleinwagen;1099.0
limousine;17900.0
limousine;3990.0
bus;13990.0
kombi;300.0
coupe;10990.0
;350.0
kleinwagen;1600.0
bus;1750.0
bus;3000.0
kombi;4390.0
;4850.0
suv;16000.0
;1400.0
kleinwagen;2600.0
limousine;1750.0
coupe;400.0
bus;2950.0
limousine;2100.0
limousine;2250.0
limousine;1550.0
limousine;6500.0
kleinwagen;1499.0
bus;3600.0
;850.0
limousine;4050.0
limousine;21900.0
kombi;1399.0
kleinwagen;2000.0
cabrio;10950.0
kombi;1490.0
bus;14500.0
suv;3850.0
kleinwagen;4999.0
kleinwagen;900.0
cabrio;5500.0
kleinwagen;250.0
kleinwagen;4200.0
limousine;1800.0
kleinwagen;11111.0
limousine;3700.0
suv;1499.0
cabrio;4500.0
;399.0
kombi;7600.0
kleinwagen;190.0
limousine;3999.0
limousine;2350.0
suv;13000.0
bus;7500.0
limousine;500.0
;1150.0
kombi;500.0
limousine;1999.0
kombi;14500.0
;999.0
kleinwagen;1590.0
kombi;650.0
kombi;12950.0
limousine;800.0
kleinwagen;4000.0
kleinwagen;650.0
kleinwagen;1500.0
limousine;17950.0
limousine;0.0
kleinwagen;4399.0
kleinwagen;1000.0
limousine;4750.0
bus;11999.0
limousine;17500.0
limousine;999.0
kleinwagen;1150.0
limousine;1100.0
coupe;999.0
cabrio;5500.0
coupe;39979.0
limousine;1200.0
bus;1550.0
kleinwagen;900.0
limousine;6500.0
;1799.0
kombi;800.0
kombi;19600.0
kleinwagen;2500.0
kombi;7450.0
cabrio;88997.0
kleinwagen;2500.0
coupe;250.0
kleinwagen;1350.0
limousine;799.0
kleinwagen;25900.0
suv;4200.0
kombi;29500.0
kleinwagen;500.0
kleinwagen;290.0
coupe;2999.0
kombi;8650.0
kombi;5100.0
;2399.0
limousine;1399.0
limousine;12850.0
kombi;2600.0
suv;23490.0
cabrio;14999.0
cabrio;3750.0
kombi;1300.0
limousine;0.0
limousine;12800.0
limousine;5900.0
limousine;3200.0
;5850.0
limousine;2325.0
kombi;4300.0
kleinwagen;550.0
kombi;6000.0
kombi;7900.0
limousine;180.0
bus;10850.0
limousine;12000.0
;8900.0
cabrio;11900.0
kleinwagen;1000.0
limousine;14000.0
coupe;13500.0
kombi;3450.0
limousine;500.0
kleinwagen;899.0
kombi;13499.0
kleinwagen;499.0
kleinwagen;8500.0
kombi;990.0
limousine;9750.0
suv;1500.0
kombi;6499.0
bus;13500.0
kleinwagen;4990.0
limousine;2700.0
kleinwagen;200.0
;100.0
;5550.0
limousine;16500.0
kombi;4450.0
limousine;4800.0
suv;42900.0
bus;15990.0
kleinwagen;4950.0
bus;9900.0
cabrio;18350.0
limousine;1450.0
;5590.0
limousine;590.0
limousine;1999.0
;1500.0
;198.0
bus;7800.0
coupe;2250.0
bus;7350.0
limousine;1750.0
coupe;2999.0
kombi;1500.0
;550.0
kleinwagen;280.0
kleinwagen;550.0
limousine;1111.0
limousine;7500.0
limousine;2750.0
bus;16199.0
kleinwagen;1270.0
limousine;3500.0
kombi;4299.0
bus;7499.0
limousine;250.0
kleinwagen;4200.0
limousine;9199.0
;11100.0
kleinwagen;2800.0
limousine;299.0
;12600.0
limousine;1200.0
kleinwagen;4750.0
limousine;4000.0
;7200.0
bus;5790.0
limousine;10990.0
limousine;1950.0
limousine;999.0
bus;6550.0
limousine;4750.0
kombi;1300.0
cabrio;12900.0
kombi;13290.0
kombi;300.0
suv;16990.0
limousine;750.0
kleinwagen;800.0
limousine;1650.0
kleinwagen;1650.0
kleinwagen;10200.0
kombi;8550.0
bus;5450.0
kleinwagen;2222.0
limousine;1200.0
cabrio;53900.0
andere;4900.0
kleinwagen;950.0
bus;2850.0
kleinwagen;4650.0
bus;950.0
bus;7500.0
limousine;1450.0
limousine;18200.0
limousine;750.0
limousine;5499.0
limousine;9999.0
andere;0.0
limousine;700.0
bus;1599.0
kleinwagen;750.0
limousine;3500.0
limousine;1600.0
bus;9400.0
kleinwagen;125.0
;0.0
kleinwagen;4750.0
limousine;5999.0
kombi;5100.0
bus;4350.0
cabrio;2999.0
;3900.0
;750.0
bus;2650.0
kombi;1299.0
;2000.0
kleinwagen;2399.0
kombi;15750.0
limousine;10300.0
limousine;10500.0
kleinwagen;4100.0
limousine;0.0
limousine;1500.0
limousine;24200.0
kleinwagen;900.0
cabrio;4950.0
cabrio;21900.0
kleinwagen;150.0
limousine;10500.0
limousine;1350.0
limousine;3400.0
kleinwagen;5490.0
kleinwagen;9500.0
kleinwagen;250.0
kleinwagen;500.0
kombi;4300.0
;9999.0
bus;36000.0
kleinwagen;2100.0
coupe;1850.0
kombi;1190.0
kleinwagen;180.0
;1900.0
limousine;0.0
bus;15800.0
limousine;6590.0
;600.0
bus;6100.0
kombi;2200.0
limousine;2000.0
;2050.0
kombi;3200.0
;1200.0
limousine;3990.0
kombi;9500.0
kleinwagen;0.0
limousine;24499.0
bus;2800.0
cabrio;450.0
suv;8150.0
bus;10700.0
kleinwagen;700.0
kleinwagen;800.0
kleinwagen;4650.0
kombi;799.0
bus;290.0
kleinwagen;1100.0
cabrio;5899.0
cabrio;0.0
kombi;3900.0
kleinwagen;650.0
limousine;21900.0
limousine;650.0
limousine;3499.0
limousine;2250.0
suv;1499.0
kleinwagen;750.0
kombi;5700.0
kleinwagen;1450.0
coupe;0.0
;8500.0
bus;8000.0
;50.0
limousine;4750.0
kombi;1850.0
kleinwagen;850.0
kombi;2210.0
;2400.0
limousine;17000.0
kleinwagen;3299.0
;450.0
kleinwagen;300.0
cabrio;2990.0
kombi;3599.0
limousine;2800.0
kleinwagen;1200.0
limousine;8750.0
kombi;900.0
limousine;999.0
kleinwagen;699.0
kleinwagen;2999.0
kombi;1600.0
kleinwagen;700.0
kleinwagen;650.0
limousine;1600.0
limousine;4900.0
suv;1600.0
cabrio;39999.0
limousine;3250.0
;2300.0
limousine;15500.0
cabrio;26900.0
kombi;1950.0
kombi;3500.0
limousine;600.0
;250.0
coupe;44850.0
limousine;0.0
limousine;6600.0
limousine;550.0
;4000.0
kombi;600.0
kombi;990.0
limousine;6900.0
coupe;2699.0
kleinwagen;3300.0
limousine;2890.0
kleinwagen;4750.0
kombi;5000.0
kombi;850.0
kleinwagen;1699.0
kleinwagen;1850.0
kombi;2450.0
cabrio;12999.0
kleinwagen;100.0
kleinwagen;950.0
limousine;3800.0
limousine;4650.0
limousine;850.0
suv;14999.0
limousine;500.0
kombi;300.0
limousine;6590.0
kleinwagen;1400.0
limousine;4800.0
kleinwagen;1999.0
coupe;1800.0
bus;16900.0
limousine;4200.0
kombi;300.0
limousine;7200.0
limousine;2500.0
limousine;1599.0
limousine;9300.0
bus;999.0
suv;13900.0
kleinwagen;1599.0
cabrio;12500.0
kombi;650.0
kleinwagen;1150.0
limousine;22900.0
limousine;600.0
kleinwagen;4890.0
kleinwagen;750.0
coupe;17300.0
kleinwagen;799.0
cabrio;500.0
;8000.0
limousine;2500.0
;1000.0
cabrio;16900.0
limousine;9490.0
limousine;6500.0
kleinwagen;2850.0
kombi;7800.0
kombi;995.0
cabrio;3900.0
kleinwagen;600.0
bus;14500.0
kombi;995.0
;2000.0
limousine;2500.0
kleinwagen;850.0
kombi;3200.0
kleinwagen;4700.0
kombi;3800.0
kombi;2000.0
limousine;11300.0
kleinwagen;9999.0
kleinwagen;3800.0
coupe;500.0
kleinwagen;100.0
limousine;22400.0
kleinwagen;1299.0
cabrio;23000.0
;2250.0
bus;2300.0
kombi;3999.0
;2000.0
kombi;2800.0
suv;8470.0
limousine;8200.0
kleinwagen;1999.0
suv;2000.0
kleinwagen;150.0
kleinwagen;11990.0
limousine;5300.0
limousine;1.0
;3500.0
limousine;2550.0
andere;2100.0
limousine;2600.0
suv;27700.0
bus;1450.0
limousine;15000.0
cabrio;1100.0
limousine;1650.0
kleinwagen;1700.0
limousine;1000.0
kleinwagen;1950.0
cabrio;19950.0
kombi;12000.0
kleinwagen;7000.0
;500.0
limousine;9800.0
;2850.0
limousine;5000.0
;1100.0
limousine;1200.0
;850.0
limousine;10990.0
bus;24900.0
coupe;850.0
bus;855.0
kombi;13500.0
coupe;17000.0
limousine;12900.0
coupe;5950.0
kleinwagen;1900.0
kleinwagen;1490.0
cabrio;13790.0
limousine;1600.0
kombi;4200.0
cabrio;18900.0
cabrio;9900.0
limousine;6499.0
limousine;5450.0
bus;6300.0
;1550.0
limousine;4000.0
kleinwagen;1500.0
;3799.0
kleinwagen;17300.0
bus;3900.0
cabrio;2000.0
kleinwagen;999.0
kombi;4150.0
cabrio;3499.0
kleinwagen;2399.0
bus;3899.0
;0.0
limousine;10200.0
limousine;1555.0
kleinwagen;399.0
limousine;6499.0
limousine;1555.0
coupe;33980.0
limousine;3333.0
bus;18700.0
limousine;8000.0
kleinwagen;4700.0
limousine;550.0
kombi;3800.0
coupe;15890.0
cabrio;6990.0
coupe;37990.0
limousine;1500.0
;1200.0
coupe;13000.0
cabrio;11800.0
;7500.0
kleinwagen;1500.0
;500.0
suv;16200.0
;1850.0
kleinwagen;8000.0
;11546.0
kombi;1111.0
bus;800.0
limousine;7800.0
kombi;8000.0
limousine;1500.0
kombi;800.0
;12999.0
limousine;1700.0
cabrio;6400.0
kleinwagen;750.0
limousine;17600.0
limousine;6299.0
kombi;1840.0
limousine;27500.0
kombi;2200.0
limousine;900.0
kleinwagen;11900.0
limousine;3000.0
bus;2500.0
andere;999.0
kombi;1199.0
kombi;3800.0
limousine;11999.0
bus;33550.0
;8250.0
limousine;3650.0
coupe;25000.0
limousine;1550.0
cabrio;1499.0
;1400.0
bus;2550.0
kleinwagen;1300.0
limousine;6800.0
kombi;17000.0
kombi;8000.0
kleinwagen;5990.0
limousine;5350.0
limousine;13000.0
kombi;5350.0
kleinwagen;1600.0
kombi;850.0
limousine;7299.0
limousine;2500.0
bus;4950.0
kombi;14000.0
limousine;1100.0
limousine;1450.0
kleinwagen;430.0
kleinwagen;790.0
;1750.0
limousine;1550.0
suv;3800.0
kleinwagen;3399.0
kleinwagen;950.0
limousine;18290.0
bus;5400.0
;1500.0
kleinwagen;900.0
limousine;10990.0
kleinwagen;2150.0
suv;5000.0
limousine;5200.0
limousine;1150.0
limousine;2350.0
kleinwagen;600.0
bus;12350.0
cabrio;7900.0
limousine;6800.0
limousine;2500.0
;3500.0
;7000.0
limousine;1000.0
cabrio;6950.0
limousine;1000.0
limousine;6250.0
kombi;599.0
limousine;1200.0
limousine;1100.0
limousine;500.0
kleinwagen;7450.0
coupe;5800.0
kleinwagen;2600.0
limousine;1450.0
kombi;7777.0
kleinwagen;1250.0
limousine;6400.0
limousine;2000.0
limousine;8200.0
suv;39900.0
kombi;4999.0
limousine;1000.0
kleinwagen;4000.0
kleinwagen;800.0
kleinwagen;6700.0
kleinwagen;2000.0
bus;14500.0
kleinwagen;899.0
kombi;2500.0
kleinwagen;3799.0
kleinwagen;1300.0
kleinwagen;750.0
bus;7350.0
kleinwagen;500.0
kombi;2700.0
coupe;6500.0
kombi;2300.0
kleinwagen;3490.0
kombi;2600.0
limousine;999.0
kleinwagen;170.0
bus;26900.0
kleinwagen;550.0
limousine;950.0
coupe;14000.0
kleinwagen;5500.0
kombi;3300.0
limousine;9800.0
kombi;9773.0
bus;500.0
cabrio;1850.0
kombi;13950.0
limousine;14600.0
limousine;4500.0
cabrio;4499.0
kombi;1700.0
;2100.0
kombi;2200.0
cabrio;9950.0
kleinwagen;799.0
kombi;1399.0
kombi;3899.0
limousine;4500.0
cabrio;6400.0
kleinwagen;850.0
kleinwagen;9900.0
limousine;8990.0
limousine;19500.0
limousine;19500.0
andere;1000.0
kombi;1499.0
coupe;3500.0
kombi;2700.0
limousine;27300.0
kleinwagen;1850.0
limousine;999.0
kleinwagen;950.0
limousine;700.0
limousine;7900.0
limousine;400.0
limousine;1250.0
coupe;1250.0
limousine;350.0
kleinwagen;175.0
kombi;7500.0
limousine;8400.0
kleinwagen;1899.0
limousine;1590.0
;2500.0
kombi;15400.0
limousine;2200.0
limousine;17000.0
kleinwagen;1600.0
kombi;10495.0
limousine;11300.0
cabrio;2500.0
;3150.0
limousine;1350.0
;1900.0
bus;600.0
limousine;4990.0
limousine;1444.0
limousine;2800.0
coupe;35000.0
;2800.0
coupe;0.0
;850.0
limousine;1650.0
kleinwagen;8500.0
bus;1900.0
limousine;11800.0
kombi;400.0
;2100.0
kleinwagen;3900.0
kleinwagen;4200.0
coupe;900.0
kleinwagen;1200.0
limousine;1200.0
kleinwagen;2250.0
kleinwagen;1200.0
cabrio;1500.0
kombi;7499.0
bus;3550.0
bus;30000.0
kombi;1500.0
bus;5100.0
kleinwagen;600.0
;8199.0
limousine;2100.0
limousine;13500.0
limousine;1.0
kombi;0.0
kleinwagen;11111.0
cabrio;25990.0
kombi;1400.0
kleinwagen;1960.0
;11555.0
;100.0
kleinwagen;0.0
kleinwagen;5800.0
kleinwagen;449.0
;4200.0
kombi;8750.0
;4500.0
kleinwagen;100.0
kleinwagen;650.0
limousine;5150.0
limousine;1144.0
limousine;4500.0
limousine;9000.0
limousine;47000.0
kombi;350.0
bus;1199.0
limousine;2000.0
kleinwagen;450.0
;10500.0
;750.0
suv;4995.0
bus;2999.0
kleinwagen;799.0
;2500.0
limousine;2999.0
;2000.0
limousine;7950.0
kombi;5000.0
kombi;7900.0
kombi;999.0
limousine;2600.0
kombi;1250.0
andere;0.0
limousine;900.0
kleinwagen;5000.0
;890.0
kleinwagen;3490.0
kombi;850.0
kombi;11800.0
;1399.0
limousine;1500.0
kombi;11980.0
limousine;2600.0
limousine;9999.0
limousine;7800.0
limousine;7200.0
bus;7200.0
bus;2800.0
limousine;13500.0
kleinwagen;4800.0
kleinwagen;3000.0
bus;12222.0
kombi;17000.0
coupe;14999.0
limousine;1000.0
limousine;9499.0
kleinwagen;500.0
coupe;1199.0
coupe;2200.0
;1600.0
kombi;5500.0
kleinwagen;1650.0
suv;9900.0
kleinwagen;6500.0
cabrio;1450.0
kleinwagen;1650.0
;7400.0
limousine;1000.0
bus;16800.0
kleinwagen;1450.0
kleinwagen;1000.0
;2500.0
bus;790.0
kleinwagen;3777.0
limousine;1800.0
limousine;1999.0
kombi;18999.0
kleinwagen;650.0
kleinwagen;1000.0
limousine;4000.0
limousine;2150.0
kleinwagen;2499.0
limousine;2600.0
cabrio;11900.0
kleinwagen;820.0
bus;2950.0
bus;999.0
kombi;2000.0
limousine;5900.0
kombi;9500.0
kleinwagen;888.0
kleinwagen;11300.0
limousine;5500.0
limousine;1700.0
limousine;4400.0
limousine;14990.0
kleinwagen;950.0
kleinwagen;800.0
cabrio;1350.0
cabrio;5555.0
limousine;1.0
kleinwagen;2000.0
coupe;2700.0
kleinwagen;1200.0
limousine;800.0
;1100.0
bus;6999.0
kombi;3500.0
;3650.0
limousine;7850.0
;2900.0
cabrio;17949.0
kombi;7000.0
suv;800.0
;1000.0
;5199.0
limousine;1250.0
kleinwagen;8000.0
andere;4800.0
kombi;300.0
limousine;3300.0
limousine;1.0
limousine;35499.0
limousine;899.0
bus;4850.0
bus;29900.0
limousine;1.0
suv;26800.0
kombi;19500.0
kombi;15500.0
kleinwagen;1750.0
kombi;1950.0
;300.0
coupe;13500.0
limousine;3000.0
limousine;17300.0
limousine;3699.0
bus;5300.0
limousine;4450.0
kombi;1400.0
kleinwagen;4480.0
kombi;0.0
limousine;10990.0
limousine;2999.0
;2100.0
coupe;999.0
limousine;2599.0
kleinwagen;0.0
kombi;1490.0
kleinwagen;350.0
kleinwagen;1850.0
bus;899.0
;1600.0
suv;1800.0
kleinwagen;999.0
kleinwagen;990.0
kombi;13000.0
limousine;2990.0
limousine;15200.0
kleinwagen;17900.0
;3700.0
kleinwagen;0.0
kleinwagen;12500.0
kleinwagen;9250.0
bus;4300.0
kombi;5000.0
kleinwagen;960.0
kleinwagen;5222.0
cabrio;13299.0
kleinwagen;550.0
limousine;999.0
bus;4700.0
kombi;8700.0
coupe;7500.0
coupe;2999.0
kombi;6800.0
kombi;6000.0
kleinwagen;1600.0
limousine;6450.0
;6800.0
limousine;13500.0
limousine;5500.0
limousine;1700.0
bus;1500.0
limousine;550.0
limousine;599.0
limousine;24890.0
bus;950.0
kleinwagen;50.0
coupe;300.0
cabrio;5300.0
limousine;900.0
kombi;2200.0
bus;150.0
kombi;4300.0
limousine;7000.0
limousine;7800.0
limousine;1111.0
suv;8100.0
kombi;15950.0
limousine;11800.0
;3299.0
;500.0
kleinwagen;3950.0
limousine;1280.0
cabrio;3480.0
kleinwagen;2470.0
cabrio;3500.0
kleinwagen;1200.0
coupe;15990.0
bus;2450.0
limousine;5900.0
kleinwagen;2500.0
limousine;600.0
limousine;1690.0
limousine;15600.0
kleinwagen;800.0
limousine;2250.0
suv;3800.0
;199.0
cabrio;6000.0
kombi;1950.0
kombi;10850.0
kleinwagen;1390.0
limousine;2250.0
kleinwagen;4800.0
limousine;3100.0
;1900.0
limousine;300.0
limousine;11900.0
;6500.0
kombi;6200.0
kombi;11650.0
limousine;6999.0
kleinwagen;1250.0
bus;0.0
limousine;1300.0
kleinwagen;13290.0
limousine;950.0
kleinwagen;1999.0
kombi;500.0
bus;1999.0
kleinwagen;899.0
suv;8990.0
limousine;10300.0
bus;4500.0
kombi;7500.0
kleinwagen;590.0
;3500.0
kombi;900.0
kombi;650.0
bus;1999.0
limousine;5900.0
limousine;6150.0
kombi;300.0
coupe;59999.0
kleinwagen;200.0
kleinwagen;250.0
kleinwagen;3300.0
kombi;5500.0
kleinwagen;5900.0
kleinwagen;1650.0
limousine;2350.0
limousine;5550.0
kleinwagen;1990.0
;500.0
kombi;17999.0
;900.0
kleinwagen;1499.0
;700.0
bus;27000.0
coupe;4300.0
limousine;7100.0
kleinwagen;500.0
kleinwagen;650.0
limousine;600.0
cabrio;21900.0
bus;3490.0
limousine;2150.0
;1200.0
bus;2500.0
limousine;2000.0
kombi;1200.0
cabrio;2750.0
kombi;1600.0
;250.0
;2200.0
kleinwagen;1999.0
kleinwagen;999.0
;3000.0
;1999.0
kombi;2750.0
kleinwagen;4299.0
kombi;400.0
limousine;2900.0
;1699.0
coupe;18000.0
kleinwagen;3000.0
kleinwagen;250.0
suv;5450.0
kombi;2700.0
kombi;7900.0
limousine;1200.0
limousine;3499.0
kleinwagen;900.0
kleinwagen;1250.0
kombi;5500.0
bus;1990.0
kombi;4500.0
bus;1950.0
kleinwagen;1200.0
kleinwagen;7900.0
limousine;1250.0
bus;2990.0
;4500.0
;6300.0
kombi;500.0
cabrio;3799.0
kleinwagen;150.0
limousine;11800.0
;399.0
kombi;2300.0
suv;1699.0
bus;599.0
bus;1299.0
limousine;1490.0
kleinwagen;11690.0
bus;5700.0
kombi;2990.0
bus;1200.0
;300.0
suv;21900.0
kleinwagen;300.0
kleinwagen;2990.0
;690.0
kleinwagen;1750.0
kleinwagen;1990.0
limousine;3400.0
limousine;0.0
suv;21900.0
cabrio;4999.0
bus;3000.0
kleinwagen;500.0
;400.0
kleinwagen;4300.0
kleinwagen;3250.0
kombi;15600.0
cabrio;18500.0
kombi;290.0
coupe;8600.0
limousine;7000.0
limousine;29900.0
cabrio;2000.0
suv;1.0
bus;1999.0
;1700.0
limousine;7600.0
;1200.0
limousine;2300.0
limousine;37500.0
kleinwagen;1850.0
;3600.0
limousine;12999.0
kleinwagen;0.0
limousine;3100.0
bus;4990.0
kombi;3400.0
kombi;2700.0
kombi;3400.0
kombi;800.0
kleinwagen;500.0
limousine;299.0
limousine;1190.0
limousine;8900.0
;900.0
limousine;1850.0
;5999.0
limousine;2000.0
kombi;3200.0
kleinwagen;5990.0
;5100.0
bus;3290.0
;0.0
;1450.0
;899.0
kombi;450.0
kombi;780.0
limousine;13450.0
kleinwagen;900.0
limousine;3180.0
kleinwagen;1690.0
limousine;3490.0
cabrio;8800.0
kombi;19900.0
kombi;370.0
kleinwagen;1950.0
limousine;9999.0
kleinwagen;700.0
cabrio;6500.0
bus;14500.0
kleinwagen;350.0
limousine;6900.0
limousine;1450.0
kleinwagen;1290.0
;350.0
kleinwagen;1049.0
bus;3250.0
cabrio;3690.0
limousine;7999.0
limousine;699.0
coupe;990.0
bus;5350.0
limousine;1000.0
kombi;500.0
limousine;8000.0
limousine;6750.0
kombi;0.0
kleinwagen;900.0
suv;14900.0
kombi;3550.0
kleinwagen;550.0
cabrio;9999.0
limousine;5500.0
limousine;290.0
;380.0
cabrio;22300.0
limousine;15799.0
bus;9850.0
limousine;3990.0
kombi;3000.0
kleinwagen;1999.0
kombi;5800.0
coupe;9190.0
kleinwagen;15980.0
kombi;18700.0
;2500.0
limousine;17800.0
suv;31550.0
limousine;11499.0
limousine;3400.0
kleinwagen;7750.0
kombi;9500.0
;2599.0
kleinwagen;1100.0
limousine;2250.0
;7349.0
kombi;2000.0
;300.0
coupe;30000.0
bus;1600.0
cabrio;4490.0
limousine;1600.0
limousine;2700.0
limousine;3399.0
kleinwagen;180.0
limousine;10900.0
;20.0
cabrio;4900.0
limousine;550.0
bus;2000.0
coupe;32999.0
kleinwagen;6500.0
;425.0
kombi;1650.0
;650.0
;130.0
kleinwagen;5000.0
limousine;16900.0
bus;7800.0
limousine;8490.0
limousine;13490.0
limousine;800.0
kleinwagen;10760.0
;500.0
bus;700.0
limousine;5400.0
kombi;6600.0
limousine;1499.0
limousine;1600.0
bus;6999.0
;9999.0
limousine;7500.0
kombi;10500.0
limousine;2200.0
;175.0
kleinwagen;550.0
limousine;0.0
;17800.0
;1349.0
kleinwagen;1699.0
kleinwagen;4250.0
kleinwagen;12500.0
kleinwagen;4590.0
kleinwagen;1800.0
kombi;9990.0
;0.0
;8500.0
limousine;600.0
kombi;2990.0
kombi;449.0
kleinwagen;300.0
limousine;3100.0
;1000.0
;2500.0
kleinwagen;2449.0
cabrio;1799.0
kleinwagen;3500.0
kleinwagen;1900.0
limousine;12999.0
kombi;400.0
kleinwagen;950.0
kleinwagen;699.0
kombi;3200.0
kleinwagen;650.0
kleinwagen;350.0
kombi;3000.0
kombi;0.0
kleinwagen;850.0
limousine;4500.0
kombi;1200.0
kombi;2200.0
limousine;2999.0
limousine;0.0
limousine;7300.0
cabrio;1100.0
limousine;14700.0
limousine;2400.0
;1599.0
;0.0
kleinwagen;2990.0
;0.0
coupe;2700.0
kombi;1899.0
kombi;14900.0
limousine;5400.0
cabrio;8500.0
kombi;500.0
limousine;1299.0
kombi;1500.0
limousine;2399.0
kleinwagen;1850.0
limousine;2800.0
kombi;2999.0
kombi;1200.0
limousine;8500.0
limousine;13990.0
cabrio;4249.0
;100.0
kombi;15500.0
coupe;1999.0
